post_slug,post_title,post_type,permalink,equation_count,display_equation_count,inline_equation_count,top_domains,top_tools,recommended_feature_stack,example_equations
data-quality-bias-measurement-machine-learning,"Data Quality, Bias, and Measurement in Machine Learning",post,https://sustainablecatalyst.com/data-quality-bias-measurement-machine-learning/,31,22,9,"Health and Clinical Research | Electrical, RF, and Power Systems | Environmental Monitoring | Engineering",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,Low\ Quality\ Data \rightarrow Invalid\ Learning ; X_{\mathrm{observed}} = X_{\mathrm{latent}} + \epsilon ; Z \approx C ; Weak\ Proxy + Powerful\ Model \rightarrow Confident\ Misrepresentation ; Error = Bias^2 + Variance + Noise
system-archetypes-and-recurring-patterns,System Archetypes and Recurring Patterns,post,https://sustainablecatalyst.com/system-archetypes-and-recurring-patterns/,30,22,8,"Electrical, RF, and Power Systems | Engineering | Systems Modeling | Mathematical Modeling",systems-modeling-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | economics-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,\text{Archetype} = \text{Recurring Feedback Structure} \rightarrow \text{Recurring Behavior Pattern} ; \text{Symptom} \rightarrow \text{Symptomatic Fix} \rightarrow \text{Temporary Relief} ; \text{Symptom} \rightarrow \text{Fundamental Solution} \rightarrow \text{Durable Relief} ; \text{Symptomatic Fix} \xrightarrow{-} \text{Fundamental Solution Capacity} ; \text{Performance Gap} = \text{Goal} - \text{Actual Performance}
functional-relationships-and-mathematical-structure,Functional Relationships and Mathematical Structure: How Mathematical Models Define System Behavior,post,https://sustainablecatalyst.com/functional-relationships-and-mathematical-structure/,51,21,30,"Engineering | Electrical, RF, and Power Systems | Risk, Resilience, and Global Impact | Systems Modeling",systems-modeling-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | economics-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,"y=f(x) ; y=f(x_1,x_2,\ldots,x_n;\theta) ; y=\beta_0+\beta_1x ; y=\frac{K}{1+Ae^{-rx}} ; x_{t+1}=f(x_t,u_t,\theta)"
algebraic-models-and-static-relationships,Algebraic Models and Static Relationships: How Mathematical Models Connect Variables,post,https://sustainablecatalyst.com/algebraic-models-and-static-relationships/,47,21,26,"Engineering | Health and Clinical Research | Electrical, RF, and Power Systems | Economics",mechanical-systems-engineering-tool | structural-engineering-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | systems-modeling-tool | decision-analysis-tool | global-impact-assessment-matrix,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,"y=f(x;\theta) ; y=f(x_1,x_2,\ldots,x_n;\boldsymbol{\theta}) ; \text{Total Cost}=\text{Fixed Cost}+\text{Variable Cost} ; \text{Available Supply}=\text{Production}+\text{Imports}-\text{Losses} ; y=\beta_0+\beta_1x"
orthogonal-decomposition-and-structured-approximation,"Orthogonal Decomposition and Structured Approximation: How Linear Algebra Separates Signal, Residuals, and Stable Structure",post,https://sustainablecatalyst.com/orthogonal-decomposition-and-structured-approximation/,45,21,24,"Mathematical Modeling | Electrical, RF, and Power Systems | Health and Clinical Research | Economics",systems-modeling-tool | systems-thinking-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,\hat{\mathbf{y}}=\operatorname{proj}_{\mathcal{S}}(\mathbf{y}) ; \mathbf{r}=\mathbf{y}-\hat{\mathbf{y}} ; \mathbf{y}=\mathbf{y}_{\mathcal{S}}+\mathbf{y}_{\mathcal{S}^{\perp}} ; \hat{\mathbf{y}}=QQ^T\mathbf{y} ; P=QQ^T
singular-value-decomposition,"Singular Value Decomposition: How Linear Algebra Reveals Rank, Stability, and Low-Rank Structure",post,https://sustainablecatalyst.com/singular-value-decomposition/,45,21,24,"Mathematical Modeling | Electrical, RF, and Power Systems | Health and Clinical Research | Economics",systems-modeling-tool | systems-thinking-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,\hat{\mathbf{y}}=\operatorname{proj}_{\mathcal{S}}(\mathbf{y}) ; \mathbf{r}=\mathbf{y}-\hat{\mathbf{y}} ; \mathbf{y}=\mathbf{y}_{\mathcal{S}}+\mathbf{y}_{\mathcal{S}^{\perp}} ; \hat{\mathbf{y}}=QQ^T\mathbf{y} ; P=QQ^T
evolution-and-the-history-of-life,Evolution and the History of Life,post,https://sustainablecatalyst.com/evolution-and-the-history-of-life/,44,21,23,"Electrical, RF, and Power Systems | Environmental Monitoring | Mathematical Modeling | Systems Modeling",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | limits-to-growth-system-dynamics-tool | systems-thinking-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,p+q=1 ; p^2+2pq+q^2=1 ; \bar{w}=p^2w_{AA}+2pqw_{Aa}+q^2w_{aa} ; p'=\frac{p^2w_{AA}+pqw_{Aa}}{\bar{w}} ; p'=p(1-\mu)+q\nu
optimization-models-and-objective-functions,Optimization Models and Objective Functions: How Mathematical Models Support Better Decisions,post,https://sustainablecatalyst.com/optimization-models-and-objective-functions/,43,21,22,"Engineering | Environmental Monitoring | Electrical, RF, and Power Systems | Energy and Climate",mechanical-systems-engineering-tool | structural-engineering-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | decision-analysis-tool | global-impact-assessment-matrix | environmental-monitoring-qaqc-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,"\text{optimize } f(x) \quad \text{subject to } x\in \mathcal{F} ; \min_{x} f(x) ; \max_{x} g(x) ; x=(x_1,x_2,\ldots,x_n) ; h_i(x)=0,\qquad g_j(x)\leq 0"
combinatorics-mathematics-of-possibility,Combinatorics and the Mathematics of Possibility,post,https://sustainablecatalyst.com/combinatorics-mathematics-of-possibility/,40,21,19,"Mathematical Modeling | Engineering | Electrical, RF, and Power Systems | Risk, Resilience, and Global Impact",systems-modeling-tool | systems-thinking-tool | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | decision-analysis-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,\text{combinatorics}=\text{objects}+\text{choices}+\text{constraints}+\text{counting} ; \Omega=\{\text{all valid configurations under the stated rules}\} ; |A\cup B|=|A|+|B|\quad\text{when }A\cap B=\varnothing ; m\times n ; n!=n(n-1)(n-2)\cdots 2\cdot 1
energy-balance-models,Energy Balance Models,post,https://sustainablecatalyst.com/energy-balance-models/,34,21,13,"Electrical, RF, and Power Systems | Environmental Monitoring | Engineering | Energy and Climate",energy-systems-calculator | climate-change-scenario-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"\frac{dE}{dt}=F_{\text{in}}(t)-F_{\text{out}}(t) ; E(t)=E(0)+\int_0^t\left(F_{\text{in}}(\tau)-F_{\text{out}}(\tau)\right)d\tau ; C\frac{dT}{dt}=F_{\text{in}}(t)-F_{\text{out}}(T,t) ; F_{\text{absorbed}}=\frac{S_0}{4}(1-\alpha) ; F_{\text{out}}(T)=A+BT"
surface-integrals-and-distributed-accumulation,Surface Integrals and Distributed Accumulation,post,https://sustainablecatalyst.com/surface-integrals-and-distributed-accumulation/,34,21,13,"Electrical, RF, and Power Systems | Environmental Monitoring | Health and Clinical Research",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool | decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"\iint_S f\,dS ; \iint_S \mathbf{F}\cdot \mathbf{n}\,dS ; \iint_S f(x,y,z)\,dS ; \iint_S \mathbf{F}\cdot d\mathbf{S} ; d\mathbf{S}=\mathbf{n}\,dS"
infrastructure-flow-and-capacity-dynamics,Infrastructure Flow and Capacity Dynamics,post,https://sustainablecatalyst.com/infrastructure-flow-and-capacity-dynamics/,32,21,11,"Electrical, RF, and Power Systems | Engineering | Systems Modeling | Environmental Monitoring",systems-modeling-tool | limits-to-growth-system-dynamics-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | mechanical-systems-engineering-tool | structural-engineering-tool | decision-analysis-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,\frac{dQ}{dt}=A(t)-D(t) ; S(t)=S(0)+\int_0^t\left(F_{\text{in}}(\tau)-F_{\text{out}}(\tau)\right)d\tau ; F_{\text{out}}(t)\leq C(t) ; \frac{dC}{dt}=I(t)-M_{\text{decay}}(t)-F_{\text{failure}}(t) ; u(t)=\frac{A(t)}{C(t)}
physical-chemistry-chemical-interpretation-matter,Physical Chemistry and the Chemical Interpretation of Matter,post,https://sustainablecatalyst.com/physical-chemistry-chemical-interpretation-matter/,31,21,10,"Electrical, RF, and Power Systems | Engineering | Environmental Monitoring | Mathematical Modeling",energy-systems-calculator | climate-change-scenario-tool | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | environmental-monitoring-qaqc-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"\Delta U = q + w ; H = U + pV ; G = H - TS ; S = k_B \ln W ; \mu_i = \left(\frac{\partial G}{\partial n_i}\right)_{T,p,n_{j\neq i}}"
coupled-human-natural-systems,Coupled Human-Natural Systems,post,https://sustainablecatalyst.com/coupled-human-natural-systems/,30,21,9,"Health and Clinical Research | Environmental Monitoring | Engineering | Risk, Resilience, and Global Impact",economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | mechanical-systems-engineering-tool | structural-engineering-tool | decision-analysis-tool | global-impact-assessment-matrix | environmental-monitoring-qaqc-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"\frac{dH}{dt}=f(H,N,I,G,t) ; \frac{dN}{dt}=g(N,H,E,R,t) ; X(t)=X(0)+\int_0^t\left(F_{\text{in}}(\tau)-F_{\text{out}}(\tau)\right)d\tau ; H_{t+\Delta t}=H_t+\Delta t\,f(H_t,N_t) ; N_{t+\Delta t}=N_t+\Delta t\,g(N_t,H_t)"
orthogonality-and-structured-simplification,Orthogonality and Structured Simplification: How Linear Algebra Separates System Structure,post,https://sustainablecatalyst.com/orthogonality-and-structured-simplification/,56,20,36,Mathematical Modeling | Health and Clinical Research | Engineering | Systems Modeling,systems-modeling-tool | systems-thinking-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool | structural-engineering-tool | regression-analyzer,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,"\mathbf{u}\cdot\mathbf{v}=\|\mathbf{u}\|\,\|\mathbf{v}\|\cos(\theta) ; \mathbf{u}\cdot\mathbf{v}=0 \quad\Longleftrightarrow\quad \mathbf{u}\perp\mathbf{v} ; \mathbf{v}_i\cdot\mathbf{v}_j=0 \quad\text{for}\quad i\neq j ; \mathbf{q}_i\cdot\mathbf{q}_j= \begin{cases} 1,&i=j\\ 0,&i\neq j \end{cases} ; \mathbf{x}=\sum_{i=1}^{n}(\mathbf{x}\cdot\mathbf{q}_i)\mathbf{q}_i"
discrete-models-and-recurrence-relations,Discrete Models and Recurrence Relations: How Mathematical Models Represent Stepwise Change,post,https://sustainablecatalyst.com/discrete-models-and-recurrence-relations/,54,20,34,"Electrical, RF, and Power Systems | Systems Modeling | Engineering | Health and Clinical Research",systems-modeling-tool | limits-to-growth-system-dynamics-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,"x_0,x_1,x_2,\ldots,x_t,\ldots ; x_{t+1}=f(x_t,\theta) ; x_{t+1}=f(x_t,x_{t-1},\ldots,x_{t-k},\theta) ; \mathbf{x}_{t+1}=F(\mathbf{x}_t,\mathbf{u}_t,\boldsymbol{\theta}) ; \Delta x_t=x_{t+1}-x_t"
population-genetics-mathematics-of-inheritance,Population Genetics and the Mathematics of Inheritance,post,https://sustainablecatalyst.com/population-genetics-mathematics-of-inheritance/,51,20,31,"Electrical, RF, and Power Systems | Systems Modeling | Engineering | Environmental Monitoring",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool | structural-engineering-tool | environmental-monitoring-qaqc-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,p+q=1 ; p^2+2pq+q^2=1 ; H_e=2pq ; \bar{W}=p^2W_{AA}+2pqW_{Aa}+q^2W_{aa} ; p'=\frac{p^2W_{AA}+pqW_{Aa}}{\bar{W}}
